Pa_6_4130	-2.0811757180485912
nwd6	NA
Pa_3_9600	-2.2390848673363224
hnwd3	-1.51350593513966
Pa_5_670	-2.281959182153426
Pa_5_12630	-2.39394915280042
Pa_1_16990	-2.291060454870564
Pa_5_7040	-0.1592818531470116
Pa_5_11813	-2.0425454452733165
Pa_1_410	-1.2884973182698212
Pa_2_800	-2.2617317181941785
Pa_7_10370	-1.924361498328262
Pa_6_3340	-0.4166546213632659
Pa_3_8560	1.893338086255625
Pa_7_3550	-1.7680610792133133
Pa_7_7260	-1.3435072513299051
Pa_5_4730	-2.0510577185938548
Pa_7_3720	-2.2017201437833176
Pa_5_12660	-0.22983013381291836
hnwd1	-1.7454564436769018
Pa_4_7600	-2.19683451063299
Pa_2_3545	-2.15653469111854
Pa_5_7560	-1.2000759060996549
Pa_3_11440	-1.881387114287198
Pa_7_4040	-2.054710833905407
Pa_2_3000	-2.1267434349834864
Pa_5_340	-1.4366132500981943
Pa_2_11200	-1.4465456845522098
Pa_1_24450	-1.968039849614985
het-r	-1.787910729876717
Pa_7_3660	-1.0902066789899705
Pa_1_10380	-1.1568887706986608
Pa_3_9200	-2.0933923065123814
Pa_4_1040	-1.8955643940211402
Pa_5_11700	-1.547701308026517
Pa_1_2740	-1.907759059256226
Pa_5_8380	-2.348472973753215
Pa_1_5130	-1.112232875988978
Pa_2_8180	-0.8272619869053793
Pa_1_15090	-1.4979489689802112
Pa_2_4490+Pa_2_4500	-2.43552458495113
Pa_3_11500	-2.5475959421498664
Pa_4_280	0.4795346313283664
Pa_1_13070	-1.7610764232152256
Pa_2_10990	-1.8724517345444565
Pa_1_5700	-1.6288648630681253
Pa_6_2760	-2.0233152973645847
Pa_6_7950+Pa_6_7955	-1.9188369533817642
Pa_1_15810	-1.957749813514771
Pa_6_7100	-1.69036862349775
nwd3	-0.8258384315898462
Pa_2_10310	-1.2287646978341131
Pa_5_8000	-1.8259455478707214
Pa_6_3070	-0.7181808237031884
Pa_2_7130	-2.3254256053079136
Pa_7_9193	-0.06003524408975862
Pa_2_7080	-1.774358041241366
Pa_3_8630	-1.4795659780339032
Pa_5_1750	-1.508090020451453
Pa_5_1270	-1.2662613982861641
Pa_1_11370	2.7334814913102696
Pa_6_8460	-2.031596770457407
Pa_3_8170	3.351865302530275
Pa_7_2990	1.5715759892377203
Pa_1_10530	-1.7548322946777968
Pa_4_3470	-1.5104714869390512
Pa_4_4680	-1.3499602024637776
Pa_5_640+Pa_5_630	-2.67632631568631
Pa_5_8190+Pa_5_8200	-2.1314096790417723
Pa_6_3220	-0.9537769570786474
Pa_5_2690	-1.7181828713074732
Pa_6_10690	-1.8498250595500743
Pa_0_80	-1.8864186190798937
PaPlp1	4.295442013684422
Pa_2_9380	-1.2175797090805809
Pa_5_5570	-2.2747111149433445
Pa_3_11150	-1.9262116283881874
Pa_1_2130	-2.294816878265153
Pa_3_2640	2.0373787040415423
Pa_3_8350	-1.5587234208580867
Pa_7_2690	-2.1571300904495483
Pa_5_7640	-1.9612800893601967
Pa_1_15280+Pa_1_15290	-2.1859977388664262
Pa_2_10340	-0.5073340735332749
het-e	1.4772825639250555
Pa_6_7770	-0.6446341010764851
Pa_2_1170	-2.2958041932236046
Pa_6_4250	-1.7849476908745658
Pa_2_8310	-1.93627803459634
Pa_6_5720	-0.8093409036057814
Pa_6_10850	-1.7758242749713544
Pa_1_11160	-1.432401891564313
Pa_2_9940	-1.0459816078664368
Pa_4_1100	-0.7067378430819292
Pa_1_15780	-1.8433127234439135
Pa_2_13990	-1.9056083332969165
Pa_3_5390	-1.995376146141571
Pa_3_9890	0.970374182083138
nwd1	-1.7036939430318785
Pa_6_1210	-1.997848039252453
Pa_2_14140	-2.504968489761891
Pa_7_9920	-1.9825279018108113
Pa_5_11550	-2.6463867077017222
Pa_5_10920	-1.9757870156177715
Pa_1_19800	-0.9606820843021497
Pa_3_5080	-1.8171184223075472
Pa_5_6830	NA
Pa_7_5020	-2.2565091530174484
Pa_5_10740	-1.9730121661436522
Pa_1_13790	-2.395572071616827
Pa_5_10133+Pa_5_10134	-1.8237833293023011
Pa_3_7600	-2.1728047705387676
Pa_6_7270	-1.9659707493934522
Pa_5_5690	-1.3112321157895377
Pa_5_10620	-2.3799296357922435
Pa_6_6860	-2.5730135796067652
nwd4	-2.03475679953298
Pa_1_23870	-2.4939432992995787
Pa_3_4260	-2.2120992222228226
nwd5	1.3694169051861373
Pa_7_11300	-2.34233641033367
Pa_1_400	-1.33235158772415
Pa_5_3030	-2.3245834079545613
Pa_5_140	-2.448581778456735
PaFnt1	2.1537865001041396
PaPnt1	-0.9084659540228516
Pa_6_2410+Pa_6_2405	-2.0857403643173056
Pa_4_290	1.7759470436392224
Pa_3_1600	-1.9805752335933942
Pa_4_2540	-1.7802915378686501
Pa_7_11560	-2.020803977779883
Pa_5_12300	-1.631364078194451
Pa_1_21770	-2.4398247166459845
Pa_5_6300	-2.1527013423265218
Pa_6_1090	-1.800980317876075
Pa_7_4900	-2.354227853263841
Pa_3_4200	-1.1787710507449876
Pa_6_5880	-1.9442813581488447
Pa_5_8530	-0.8225932356104173
Pa_2_8450	-1.2982895241753818
Pa_3_11050	-1.979328786725984
Pa_5_3840	-1.1288538600762092
Pa_6_8850+Pa_6_8860	-0.8810911629085294
nwdp-2	-0.2966630303411134
Pa_4_7380	-1.7271675276967315
Pa_3_5460	-1.9903910193168413
Pa_4_6095+Pa_4_6090	-0.8464644659548644
Pa_6_6010	-1.7008019668594712
Pa_1_7130	-2.4205885015481283
nwd2	2.982177237927745
Pa_2_8165	-0.09150716235772507
Pa_3_5540	-2.1891788550782287
Pa_1_19870	-1.112125486586463
het-d	-2.173961332748497
